booking_id,is_group_booking,group_name,user_id,hotel_reservation_id,hotel_id,hotel_price,car_reservation_id,car_id,car_price,flight_reservation_id,flight_id,flight_price
674775,False,"Gray, Robinson and Russell",127,9749888,108722,1081,141073,701970868,5780,570458,560743,9339
404414,True,"Austin, Davis and Roy",86,451365,468472,3111,185511,733205331,6036,314186,879543,5775
29828,True,"Mosley, Willis and Andrews",14,4747463,205375,2743,114547,735557176,1316,812625,667614,3093
155232,False,Kane PLC,103,1149936,807327,3731,159214,690368851,8355,298495,766515,1977
847989,True,Rowe-Martin,134,1809247,911566,7530,289480,726337806,7215,27963,732507,3081
984463,False,"Sanders, Schwartz and Kelley",134,2675570,980543,1261,607324,373942626,6224,75516,156284,4614
774678,False,Jones LLC,126,5845746,804518,7988,733459,734457746,7327,244469,665008,9512
849585,True,Lloyd-Logan,14,7092445,986742,7792,827437,723767661,9990,765871,180641,7923
912624,False,Robertson-Perry,33,2749848,67568,1422,276065,719270621,8403,379448,173903,1824
220020,False,Harrington-Park,46,8190076,944717,4606,993509,732336381,5658,176495,90434,9544
859387,True,"Hanson, Rios and Smith",18,9619853,382147,5527,468262,709683256,2055,511553,610482,6010
104090,True,"Moore, Wells and Bullock",111,4198719,962254,2247,535983,723746816,9272,726727,104202,9944
49083,False,Phillips Group,102,9606314,942535,653,967414,433430008,2933,461306,267211,9957
97521,False,"Wright, Randall and Cervantes",101,3166302,364673,3494,111784,723748986,2330,73153,240659,1999
566974,False,"Arroyo, Krueger and Fox",6,8897151,5391,5106,431374,564630848,318,139338,378810,9430
436431,False,Crawford Group,136,9737950,9027,1243,301615,732115551,8195,684352,211128,1491
780584,False,Roth-Kelly,4,2948334,844838,4590,505812,740683401,3167,188176,144391,3828
499078,True,"King, Ramos and Payne",39,4757860,602860,4239,690389,712339161,2061,97106,905637,2612
364822,False,Evans-Dominguez,106,9494206,595375,1085,169819,723746516,1796,109058,993763,1546
702640,True,Moreno-Valencia,60,7838874,911566,2794,699333,743211071,5699,597868,629602,686
2589,True,"Ware, Duran and Jensen",98,9749888,298512,8877,502765,714328846,8027,334977,601517,5084
898573,True,"Sweeney, Blake and Chavez",3,1449200,331138,3419,986313,699764466,9381,494742,784654,3395
225616,True,Stout-Davis,26,3166302,374558,61,658091,709683256,2476,409711,164408,5395
513256,False,"Smith, White and Smith",14,4910240,350708,1133,44307,712974756,7647,257631,939288,9966
558100,True,Johnson-Preston,27,5008734,597065,1940,601616,743071676,7250,954345,61297,4955
691647,True,Hanna-Hurley,129,8144599,220348,9399,327710,635676483,8464,766352,713329,6833
841888,False,"Miller, Hernandez and Griffin",5,8576154,846485,1038,764854,714015396,7810,231939,47693,7544
782158,False,"Thomas, Golden and Cooper",86,4055225,270863,9221,266818,723754171,2342,255591,533910,8886
692667,True,Bishop Inc,126,6948297,343054,811,177408,626547243,1994,702940,228683,2957
207865,False,Beck and Sons,106,9477692,467502,6973,240383,729827536,1022,775299,988480,6351
339123,False,Lam-Patel,51,300106,376671,4567,786568,626547153,9524,3407,512599,5495
635868,True,Henderson-Decker,32,7565876,109008,3807,442791,564702123,7035,359556,549958,7404
413637,True,Morris LLC,52,6962780,112640,9107,850311,733218366,7609,307428,521849,7266
430202,False,Martinez-Perez,18,4747463,724354,8791,501806,744148746,8478,813140,660284,8875
40275,False,Vaughn-Campbell,63,2749848,968962,3770,254273,744146961,700,410970,211231,9170
291046,False,"Anderson, Alvarez and Whitaker",23,1067447,463379,8347,164349,506235961,9988,576196,590879,7732
793656,False,"Skinner, Nelson and Martin",68,4214073,571509,4144,222920,670680431,9650,91725,4680,7852
926900,True,"Garrett, Hunter and Romero",44,5008734,73023,3493,156945,643043093,105,140315,71278,201
145938,False,"Soto, Pham and Murphy",80,5680115,94835,8198,742958,733179531,332,696327,594223,1571
673871,True,Simpson-Silva,39,4044766,713341,4586,676428,664146531,5462,292144,884658,5131
763279,False,Buckley-Cook,4,5983929,971584,7789,480812,639556743,4603,275528,30387,5633
359852,True,Patel-Hancock,31,2534658,344587,2030,256194,694691726,5445,345626,702384,9226
416920,False,Duffy PLC,25,7120348,408303,422,423526,720817341,4822,499642,981228,3081
811461,True,Christian Inc,70,7613531,756263,3460,829720,713981516,8,526990,799228,1036
455697,False,"Torres, Tucker and Arnold",4,1149936,326047,6582,305297,726517586,4217,985453,616473,3203
85488,False,Brown Ltd,110,9015376,690508,432,434188,733179531,2951,959920,34746,2329
410055,True,Miller Ltd,75,9749888,467502,5309,458503,732356201,6490,492064,120671,5770
479851,True,Koch-Vazquez,134,7625586,143175,8724,88736,671665116,6853,224147,456749,1434
104698,True,"Jackson, Wilson and Reed",81,2044162,844838,2824,978030,562998443,4997,432095,546245,9403
499910,True,Hunt-Hall,97,2534658,971584,3973,164855,609701178,2033,69524,897531,1598
299412,True,Sanchez and Sons,114,7588621,470184,2890,687003,721990106,6517,950324,102398,6882
864100,False,Decker Ltd,122,2752782,132973,3470,881686,719270441,4338,214959,585896,9734
70311,False,Williams-Harris,135,4978921,86255,1821,876131,722302421,241,714033,394342,2783
556010,False,Smith-Sanders,45,3091300,902975,1664,622995,309905721,8793,272847,453826,7474
134470,False,"Graham, Peters and Clayton",87,1785571,942535,2726,29979,719270561,3023,879944,185508,7165
757392,False,"Leonard, Braun and Willis",128,8882018,522988,9240,602461,693462981,5118,890329,829983,606
204270,True,Powers and Sons,4,7588621,828467,5835,290385,695262881,2155,187603,417867,4809
321494,False,"Dudley, Taylor and Hall",90,880817,184123,232,977178,723764376,3476,91297,23979,623
475917,True,Barnes Inc,121,4214073,986742,8301,667817,643043073,2023,175764,743076,8348
491699,True,Gonzalez-Jones,112,8562549,570204,9629,683072,735432591,8701,37718,338689,929
782467,True,Miller PLC,79,686513,942535,3169,98122,737351191,4671,907584,2022,6224
703116,True,"Lewis, Frazier and Stevens",50,7627542,306035,4694,443739,734457666,5230,41356,127871,851
455806,False,Woods Ltd,112,1809247,927897,1779,13786,701986468,9626,171187,908202,1378
723617,False,"Reed, Smith and Mann",116,7550717,467502,8444,727462,723748416,1140,376787,424834,2572
748032,True,Torres and Sons,93,4270836,76305,7681,712335,732336361,9675,249789,49449,2692
705214,False,Leblanc-Hood,2,3015204,530877,1658,208719,741319356,9921,19089,361810,3680
71093,False,Greene and Sons,58,3027094,354993,7744,362934,686761581,1038,333581,232242,3269
456008,True,"Fuentes, James and Ramirez",23,5178479,944717,3234,768817,373942671,5201,581088,893648,3909
209663,True,Martinez Group,109,8190076,927897,6808,373294,733196331,9646,574529,36628,5046
707472,True,"Wells, Jennings and Anderson",94,1830408,875848,3449,814800,723745761,9309,342246,856169,2802
318490,True,Barnett-Decker,56,6307977,567566,1355,232996,747640711,4772,966035,847032,888
436356,True,"Lee, Rivera and Phillips",78,7146468,463379,199,201942,691529341,5198,843465,412212,1041
125627,True,Allen-Jenkins,61,8543314,986742,4124,548960,631897743,3380,408533,610916,569
647332,False,Boyd-Kelley,41,2881961,575255,2485,824311,710750616,5366,569810,210288,357
413784,False,Johnson-Alvarado,123,9619853,801604,8757,111344,723344456,9047,876004,635079,5094
806308,False,Jarvis PLC,137,3698,341453,4995,923532,609701138,8832,657928,38543,7066
355846,True,"Mcdowell, Wright and Webb",127,9526536,342236,742,537815,713926366,9239,592537,998196,9620
207879,False,Watson PLC,25,7625586,597065,5837,71212,714350056,2369,176370,513804,2328
610994,False,Knight-Perez,135,3652925,618291,7573,557755,744081676,6845,516444,646311,3150
883007,True,Bartlett-Moore,85,5983929,523856,7470,125880,702279706,5328,617056,194322,3958
679706,False,"Wood, Garrett and Adams",52,4747463,486026,2822,788175,564630893,4771,98582,854552,8326
189334,True,Martin-Lawrence,85,5599050,724354,2819,518592,723949466,4023,245671,707505,7196
332914,False,Holmes Inc,115,310170,792939,7035,793515,626547308,4731,160280,659166,3027
52195,False,Sparks-Hunt,121,2508348,87240,6678,415886,672783671,1437,520898,936363,6054
482288,True,Walters LLC,76,7146468,567566,6370,545250,729671351,3952,886537,563117,8811
441296,True,Cox-Mitchell,46,8911658,145673,5505,288602,686747556,5898,859580,31468,988
953333,True,Fisher Ltd,67,4086804,516828,4591,94081,730247221,7241,384073,688181,2309
76681,False,"Walton, Jackson and Smith",93,8733913,488102,7648,418634,670680411,748,114443,640291,9008
990120,False,Henry Inc,78,5599050,959540,6144,646953,639805978,6421,217322,979191,9688
132633,True,Simon-Castro,132,7148786,583419,4538,2405,680483901,1286,865328,69971,6699
567245,False,Smith LLC,123,9562199,658768,6093,64258,562998473,7492,251222,70311,5757
260869,False,"Humphrey, Robinson and Scott",137,7509007,938441,5437,292089,730062351,3654,109058,251212,4665
295483,True,Yates LLC,52,9802298,205375,2240,566847,701971003,9105,645238,209920,2483
52580,False,Scott-Sullivan,67,7820667,853902,6407,243939,641524411,4068,651706,980395,2398
712568,False,"Byrd, Molina and Jackson",104,1449200,8214,4489,58650,713904426,7549,728026,87242,8102
586083,False,Ramirez Inc,84,9287051,259110,5319,265323,740282241,8309,551555,920170,547
40239,False,"Martinez, Kim and Robinson",109,7020483,76305,3310,225451,702764361,8200,808337,633424,8755
910001,False,Lara Inc,128,3257118,172240,6583,566847,732356351,6076,330479,583035,6583
112226,True,Ball-Fischer,104,5944540,467844,7863,491562,730225431,371,857432,621399,63
459318,False,White-Austin,135,1358857,184123,520,824359,672130051,9651,6530,260435,6382
700911,True,Lambert Group,70,4055225,887511,138,628863,733120061,4092,116859,744640,3192
421023,True,Hubbard-Park,134,3780520,968962,3457,739411,649251023,3126,432930,441428,9521
445511,False,"Dixon, Reed and Clark",41,3677686,980543,3541,335140,714481266,3646,814926,209845,5967
761680,True,"Hill, Daniels and Gamble",117,7092445,66887,2081,502068,733179561,8996,684459,911458,1090
536550,False,"Browning, Campbell and Gutierrez",34,9015376,462714,5617,669592,723763956,4070,840282,490846,1601
254988,False,Moore-Romero,134,83832,8214,5020,654881,744872051,944,687730,905074,7307
991203,True,Lee-Brown,14,1220166,388867,9696,728302,699765641,2625,846286,840522,3399
493759,False,Duran Ltd,73,6173313,260884,9782,701897,662780858,6638,592992,312951,7832
3259,True,Lawrence-Smith,70,7415695,618291,9661,120958,743206751,6519,522545,342045,4201
887829,True,"Arellano, Perez and Lewis",36,5575491,114721,7007,186565,747320151,6291,847084,611319,2062
184425,True,Ward-Cross,77,1067447,206403,4348,698961,747298591,3384,929043,480685,6813
811362,False,Pollard and Sons,20,7613531,13265,9161,524120,678742571,8846,456461,933121,7720
494560,True,Alexander-Phillips,102,6430936,267708,1479,135005,506235801,1822,990925,835225,2963
779839,True,"Patton, Hogan and Johnson",33,178675,313181,3255,557840,695616761,4547,491779,980584,1583
635071,True,Leonard Ltd,28,5845164,944717,8584,366910,687522621,4754,556391,50744,2556
563642,True,Wilkinson Group,43,1358857,139134,1314,185461,692404266,92,219003,143658,8529
212492,False,Hill Inc,81,5081196,521436,7919,46014,710127106,60,88853,147668,3968
603706,True,Raymond-Davis,57,8882018,773727,6994,218481,735195111,7417,207401,815032,841
155368,False,Gray-Burton,33,9443964,97333,9263,363048,747655876,606,114664,202726,3472
756547,True,Bell-Wade,108,4757860,756263,7390,875096,733207131,6122,570958,65338,8041
962169,False,Ross-Bell,138,9562199,839713,7036,114199,714480891,2109,803464,743688,5641
145066,False,Taylor-Wright,96,9727763,773727,8790,966004,662026988,7656,946813,471635,3847
926638,False,Shaffer-Lloyd,137,4086804,980543,6728,137011,734789911,2710,973565,926373,6229
573834,True,Austin and Sons,81,9727763,968962,6106,559815,714328846,1926,780102,448884,3183
717314,False,Walker-Jackson,135,3257118,402915,3884,881667,742773791,1612,902586,964203,5094
894927,False,"Cooper, Bradley and Taylor",41,5680115,516828,6941,266818,714349296,327,292190,326785,1853
504036,False,Mcpherson PLC,100,2881961,184123,8775,881686,739403191,9675,899599,33053,3422
516647,False,"Cox, Shah and Lopez",129,1956266,924514,2173,946458,732785956,1388,929838,347149,6144
866327,False,Middleton LLC,105,7838874,658768,6911,314933,713871471,3330,60930,867730,3685
584205,True,"Allen, Caldwell and Page",134,1067447,354993,1838,920537,714537016,9415,440245,413540,1240
432136,False,"Wade, Lang and Clark",107,3677686,956623,4244,195013,723748566,5966,162910,753822,9285
623666,False,"Martinez, Ramirez and Vega",83,5178479,354993,1999,414129,373607348,8297,389352,975217,6125
462144,True,Odom-Bell,7,2749848,924514,2407,816107,713866656,3602,628345,800278,2462
763064,False,"Smith, Baker and Castro",46,9737950,97333,5274,43545,720815786,5442,451807,626845,6430
67672,False,Carter-Payne,22,340687,499456,3864,474238,644427061,8645,673045,416719,8993
405364,False,"Patton, Frey and Taylor",19,1449200,516828,2424,83576,693462981,2725,909977,723587,1841
997598,True,Lewis Ltd,40,6430936,282559,7275,791218,744148616,3583,417516,43520,5036
895455,True,Crane-Tanner,63,1157090,875848,9473,298872,723757591,6887,509725,221274,5119
230915,True,Brewer LLC,82,451365,724638,2012,694608,737468281,5550,322698,252087,1823
661829,False,Cunningham Group,137,2752782,376671,1096,934344,720817346,2306,323013,769135,5532
656925,True,Little-Mccullough,67,5518419,205375,8961,334758,738541856,6498,369628,569283,1083
761272,False,House-Bray,131,2028633,13265,4258,400805,743855756,7481,438893,832394,4381
389041,False,"King, Coleman and Silva",21,2044162,769300,971,319819,702763071,5222,434731,477830,6972
735884,False,Hamilton-Dunlap,98,4044766,822574,3626,691886,733206561,5187,998817,172897,1858
948166,False,Davis-Caldwell,25,9793098,696012,6102,142322,733174806,1980,237531,788240,7002
66333,True,"Bonilla, Jacobson and Soto",137,1021217,260884,9382,716819,678263201,322,157181,965462,3461
726512,True,Graham PLC,106,3166302,256317,9741,605357,707281566,7722,816449,30986,2979
672743,False,Downs-Williams,93,6795571,962254,3876,736898,731154511,807,355251,729341,1292
851001,True,Bray-Ellis,111,7429087,989953,5156,720260,702763046,1214,895973,86938,5687
108652,False,Todd-Fowler,13,4978921,962254,4905,897284,649467063,2607,942680,43409,1979
87317,False,Norris-Roman,9,7415695,412930,6891,972657,692604461,5345,310903,859317,8896
183389,True,Martin Inc,70,4757860,869585,7720,262268,564631173,2317,647394,893647,1275
260984,False,"Smith, Tate and Keller",73,3698,434793,9468,328035,726588576,2842,542642,721158,1307
283919,True,"Solomon, Bryant and Gonzalez",91,3091300,382147,1300,732308,733221046,7735,104701,382768,5426
723978,True,"Myers, Irwin and Moreno",17,6948297,376671,7608,287792,672894536,8342,682907,652458,4107
565153,False,Martinez-Phillips,131,2508348,960380,3692,230258,723753031,3190,739368,698166,6292
238060,True,Moore-Ross,83,9656206,595375,1679,659110,735431226,1059,536938,936556,3169
694201,False,"Evans, Bernard and Bailey",38,9814805,923692,536,591328,738541856,3455,370622,545130,2690
438187,False,Thomas-Roberson,75,9918001,463379,6054,586021,737089166,941,513068,723201,1998
862353,False,Sullivan Inc,39,5552896,523856,724,729582,719270566,4632,721124,581814,6137
466005,False,Baxter and Sons,134,9890286,410656,1697,816107,731057976,2517,31537,529711,1192
522569,True,Moore Inc,50,2508348,713341,9431,311514,714387046,3313,722809,906123,3095
858346,False,Sanders-Reilly,89,686513,13265,5218,327710,701866513,4086,205850,885862,5054
819871,False,Jones Group,102,16876,846485,6662,612620,691529541,9770,219088,948843,6572
803447,True,"Leon, Crawford and Ward",73,8281696,354993,752,864870,731057976,775,739717,765668,7233
79507,True,Davis Inc,88,6073787,568432,2602,18520,639805928,8176,901559,695467,7805
760145,False,Smith-Hines,72,8733913,370440,1274,974038,639562043,8228,867618,785849,9449
669881,False,Griffith Group,41,4997810,535365,7130,158830,638110558,9699,676602,930953,3169
817882,True,"Morris, Mora and Green",72,3149312,402915,9975,404515,743074476,4011,911234,255680,5120
430274,True,Flores-Williams,138,6325046,710422,4239,561183,742770476,483,657367,799431,2457
215368,True,Logan PLC,3,7539143,417508,2702,806460,731097661,6044,236055,96392,7471
261081,True,Smith-Wade,79,3149312,784534,9472,198239,721437231,1681,961960,499385,8151
329697,True,Porter-Barrett,90,7148786,285753,3654,548203,735067331,9523,304644,22785,2756
586796,False,Jackson-Harper,108,3353769,631678,6993,479484,721769721,9544,890009,735907,9870
117736,True,Castro LLC,46,6460052,822574,6892,660308,714486131,8796,178205,537740,2784
835535,False,"Taylor, Morgan and Moss",129,4757860,516828,4114,829720,733123191,1485,969465,703333,654
723572,True,Webb and Sons,46,9600804,595375,2801,156387,640468183,7875,831574,6045,6992
15197,False,Jones Ltd,87,4870148,499456,7411,955195,617286298,2076,138858,702831,1873
630807,False,"Todd, Miller and Shaw",64,6962780,306193,6818,702873,714004931,6401,537132,812069,2312
678130,False,Hester-Solis,135,3600302,339897,7324,418555,487225208,8288,554529,184915,5202
142143,True,Phillips Group,121,3780520,463379,4541,94081,373607358,1987,92468,350411,2974
703911,False,Clark Group,105,4086804,366605,2026,908742,732355876,3352,620228,492233,927
427599,True,Cox-Adams,76,9606314,171956,6681,450949,714534676,1405,295895,249598,7656
418972,True,Williams LLC,56,310170,86255,1975,575400,677958101,9425,77867,343050,4944
908752,True,Barnes-Torres,46,8897151,13265,4949,806265,710750606,1285,89072,351323,4924
88693,True,Murphy-Ryan,2,6795571,853902,7343,879168,748539031,9935,664707,60533,9412
480919,False,Gordon PLC,10,5178479,260884,4339,12938,747524641,7811,609265,301226,3032
703791,True,"Bradley, Duncan and West",85,3831918,820272,4895,201750,744545046,478,868416,58318,4526
535091,False,Johnson and Sons,87,37032,514290,4895,278739,669465296,9786,509084,370780,8699
143489,False,"Wright, Thomas and Valenzuela",37,1157090,839713,6901,380732,739738571,5444,830403,542751,3782
199463,True,Ortega Group,32,16876,872108,1090,345444,699663886,8556,215165,165502,7035
151189,False,Jensen-Hampton,49,8882018,434793,3731,666485,733237106,2631,61957,752226,768
99457,True,Norman-Lewis,120,178675,246907,896,132831,713924046,7351,634758,794229,6333
555096,True,Perez Ltd,29,1790783,816605,7900,207012,613100953,982,865853,518244,8235
645895,True,Cook-Dillon,106,4198719,285753,303,152443,723752976,2,601580,635489,9586
171780,True,"Garcia, Foley and Ochoa",80,5680115,801604,2622,126032,699765141,7024,479946,759365,9184
328550,False,Jenkins Inc,38,5787553,417508,1407,436966,745158796,3100,448662,477434,9354
585271,False,Allen and Sons,92,403143,28671,4098,468325,736061796,7080,249057,58780,3914
692794,True,"Jordan, Cardenas and Buckley",17,1059157,132973,1853,826959,729542816,8750,908706,418520,2096
139929,True,Watts Inc,25,5845164,900504,2699,115621,744148766,9828,180289,700362,7599
409531,True,"Booth, Miller and Guerra",57,2752782,366605,6491,702392,735431236,9186,334448,439194,1073
386529,True,Mckinney Inc,125,4747463,149798,1425,774700,740451651,6948,494461,134030,4534
235923,False,"Maldonado, King and Robertson",54,3525606,855657,3172,85400,741311701,3835,61797,337098,5057
336425,False,Wilson and Sons,89,686513,993794,6194,210140,743074451,1712,967245,861014,4867
70214,False,Mitchell Inc,84,1659994,5391,1080,262037,732336376,7926,756624,199599,7629
372466,True,White-Massey,81,8299449,623327,3994,485314,723746811,2248,540852,484338,8460
396538,False,Smith Ltd,6,7820667,184123,6793,578145,665436111,554,578051,971840,6838
994990,True,Hamilton-Hughes,131,6962780,828467,3529,545250,564047703,6315,438400,12042,1584
87739,False,"Aguilar, Randall and Miller",12,2534658,784534,8202,71212,713872671,7977,258329,131873,7918
870112,True,"Ray, Rivas and Davis",39,340687,521460,5447,413294,686747556,8343,904694,462618,6773
112142,True,Johnson Group,82,1280366,298512,4283,548960,677960321,8487,753713,864972,9260
635852,False,Tucker-Christensen,126,7550717,306035,8205,894144,729703086,5295,754441,469033,5527
881010,False,Whitaker Group,47,8667667,828467,3094,42691,506235931,9099,580405,929396,9080
848570,False,"Ross, Jordan and Griffin",18,4270836,407972,9440,91182,736273396,5841,599522,674222,7751
724392,False,Larsen-Bautista,20,1280366,354993,2407,838553,713990806,4125,320093,632989,5962
733676,True,Harding-Harris,41,9157266,90327,8763,558474,669319846,1209,409760,814981,4340
971234,True,Solomon PLC,116,4596825,960380,7197,292173,721437336,1745,737943,194252,2362
222780,True,"Torres, Allen and Arnold",38,5518419,206403,3540,419979,741319356,1271,266165,524023,9141
826188,False,"Evans, Dean and Brown",138,3091300,923692,8720,385076,719270546,894,182447,71275,799
813394,False,"Lewis, Davis and Gomez",127,6325046,853902,7106,913233,723746361,2351,784700,756630,1353
990039,True,"Hicks, Dalton and Meadows",96,310170,248668,7717,407321,744583836,5079,416010,454290,8032
801954,False,"Davis, Cabrera and White",93,4198719,959540,550,368509,723783686,1227,57867,379695,6874
456394,False,Bartlett-Jackson,90,1785571,623327,8229,165952,739348591,3694,418849,960404,758
57183,False,Allen LLC,84,7018017,956866,6835,696366,678742571,6309,686539,880657,8849
481651,False,Cox-Dawson,53,9102470,287513,6422,307045,723765666,1011,204868,705835,5146
813795,False,Perez LLC,85,7509007,828467,9040,271402,720815741,7440,646645,318369,3687
288717,False,"Vazquez, Walker and Harrison",83,2508348,228812,6741,228878,720329736,7742,910642,793164,4614
346920,False,"Thompson, Taylor and Ford",78,7613531,246907,3927,749992,733187361,2847,138771,61038,7298
445050,False,"Jackson, Mason and Nguyen",136,7820667,344587,5054,503563,661790023,6085,725088,753314,1011
131525,True,Greene-Moore,84,3600302,853902,6195,451191,712463196,7046,965797,284797,4725
4061,False,Ellis-White,61,7415695,944717,4769,705483,730225431,2048,859343,462035,4501
662755,True,Cortez-Blackburn,49,6081784,804518,1512,514552,714480441,5578,544747,722774,7330
188419,True,"Benjamin, Brown and Perez",22,5081196,407972,2951,371693,735738721,1157,77896,626534,8314
909886,False,"Dalton, Miller and Hutchinson",28,1785571,179029,444,217605,748067571,8564,218647,717617,5428
816465,True,Lynch-Potter,18,3780520,654532,9210,581763,702247733,2380,552537,618658,4484
59475,False,Wolfe Group,86,9918001,784534,9358,401415,670201351,8737,550594,228308,5151
634669,False,Howard-Bright,59,673237,259110,5259,161444,677579126,6554,174633,687647,8510
202075,False,Mullen-Cook,18,2885873,696012,2770,25534,693481296,8202,851558,167010,1175
294052,False,Russo-Barrett,79,9876801,417564,2690,741258,735438261,8172,843023,754303,1403
814169,False,"May, Torres and Cobb",69,9287051,571509,8667,786760,726074206,640,114844,68447,8202
895608,False,"Young, Johnson and Barrera",58,6325046,262879,2756,276765,373607348,3760,677998,528917,1657
61262,False,Haney-Perez,4,403143,267708,4062,114915,713933206,3803,843416,449840,1573
228885,True,Crawford LLC,22,9802298,312736,992,580632,731162516,7087,805642,148993,8867
438946,True,Kirk Group,59,9102470,971584,7336,480256,721437206,9714,615284,17444,6342
