payment_id,booking_id,amount,payment_date
28540,155368,840.73,2023-04-22
35590,740606,3661.58,2023-07-08
842166,131525,5468.11,2023-06-16
795165,407663,1299.48,2022-11-09
170775,994311,6395.05,2022-12-07
502852,819260,5793.02,2022-09-14
634734,116904,7707.81,2023-03-06
673274,840529,1585.13,2023-05-09
294414,372711,7756.71,2022-08-16
622708,380962,9778.11,2022-08-09
324893,720307,4958.21,2023-07-17
649014,212277,8453.69,2022-09-16
674974,512746,1585.07,2023-02-07
864215,223448,7166.57,2023-05-30
481096,544620,5522.67,2023-05-14
726699,124393,9151.03,2023-05-26
890445,239485,4300.50,2023-03-31
556178,430619,5386.14,2023-06-15
553038,875574,3037.53,2023-03-25
511532,292688,6383.58,2022-10-20
69564,950133,6835.73,2023-05-24
416718,44972,4315.36,2023-04-20
830034,493409,1394.94,2023-04-15
231670,276389,2168.27,2023-03-19
115042,227379,6279.08,2023-08-06
497349,3259,1391.58,2023-04-08
567137,643166,9384.07,2023-07-24
17787,584623,5747.97,2023-04-15
71994,699579,6095.60,2023-04-22
828303,656232,2885.00,2023-03-25
310981,692794,5867.27,2022-11-16
294592,900765,2836.90,2022-11-01
388814,685956,7193.93,2023-02-21
150057,221281,1083.68,2023-03-08
395018,38289,7355.29,2023-03-23
880332,864265,4619.50,2023-02-09
391743,592997,9473.84,2023-01-13
878410,801962,9088.65,2023-07-04
592300,396538,1010.57,2022-09-29
331142,396117,1223.52,2023-03-04
150039,171780,3950.68,2023-05-17
858877,403268,2012.34,2022-12-11
723222,716490,327.44,2022-08-27
612188,547540,6247.48,2022-12-09
78149,190098,5881.09,2023-03-04
79666,679706,4663.33,2022-12-25
649682,878729,9676.91,2023-03-28
579865,93742,2265.71,2022-12-19
485743,497084,2914.69,2022-08-19
701021,811167,9032.57,2023-05-01
393378,724392,8162.44,2023-04-06
356956,377665,3756.35,2022-11-15
415495,53175,5318.15,2022-09-16
973562,995452,2949.76,2023-05-28
381612,124984,5401.77,2022-11-17
901874,862353,7235.43,2023-06-17
315177,575268,8911.32,2023-07-31
200137,573834,3921.59,2023-01-01
332301,59286,9115.47,2022-11-23
289362,672743,8486.30,2022-10-02
371786,958356,1115.13,2023-07-23
58921,833532,8102.33,2023-06-11
235997,474613,2023.16,2023-04-20
186888,97288,878.69,2022-12-26
906112,997065,2778.86,2023-07-10
489859,759185,5128.07,2023-04-19
288612,441105,1498.25,2022-09-19
113594,295624,4017.85,2022-09-18
300766,302645,5373.72,2023-03-17
785332,274264,644.33,2023-03-25
448182,992606,4930.75,2022-10-27
347269,67672,6133.36,2022-12-30
407001,810022,8746.04,2023-04-03
919549,859487,762.67,2022-11-18
861152,960502,1126.96,2022-09-21
77767,135106,6081.66,2023-03-07
39526,75694,5609.46,2022-12-27
325289,565774,6500.97,2023-03-28
606948,885037,1383.63,2022-08-21
489233,90795,4092.46,2023-05-02
774717,733676,8792.96,2022-10-27
461016,635071,6476.04,2022-11-30
821263,863616,1275.59,2023-04-28
507213,1146,4459.28,2023-04-16
771417,852446,2798.21,2023-05-09
697193,59647,2273.36,2023-07-21
765191,124704,4864.34,2023-07-16
278850,890231,4130.16,2023-02-23
450256,532108,9742.71,2022-08-14
677671,274764,470.32,2023-02-08
250953,268593,1353.43,2023-01-19
281734,81938,4107.20,2022-09-04
455038,124393,9639.63,2023-01-08
885859,378612,1259.39,2023-06-05
69108,234389,9326.77,2023-06-28
398401,412954,592.08,2023-03-24
173797,726643,1632.77,2023-04-10
947761,798429,1563.05,2022-12-25
608012,528504,2160.10,2023-01-10
741024,61577,3688.46,2023-07-27
141571,185308,47.24,2023-02-26
571173,547309,2474.93,2023-08-06
258657,872515,8219.19,2023-01-15
736878,515360,5119.98,2023-06-30
835463,984463,3741.02,2022-09-24
20553,90795,4493.42,2023-08-04
967465,601581,2653.82,2022-11-29
654799,609402,5009.69,2023-03-25
435460,459841,701.53,2023-05-26
51174,57912,7987.05,2022-11-26
513284,923519,5737.41,2023-05-22
691597,528893,3777.02,2023-06-12
755544,251204,100.10,2023-07-27
514482,625907,7483.35,2023-04-14
540443,329261,5771.66,2023-02-12
597150,59475,7279.35,2022-09-24
539007,878072,3407.99,2023-07-10
474987,710848,7405.77,2023-04-25
550153,94403,8368.72,2022-10-15
949654,441400,2991.17,2022-08-25
6354,24983,8808.44,2022-08-23
806539,920433,641.43,2022-11-08
573890,302553,5315.80,2022-09-01
33605,954040,5572.15,2022-09-07
319276,745637,6056.42,2023-05-13
519798,952533,4778.92,2022-11-13
551875,177230,884.06,2022-12-06
439547,902467,6558.71,2023-05-23
797750,958341,4102.34,2022-08-14
252452,935691,2765.31,2023-07-07
811576,992606,2588.21,2023-05-02
818534,913908,5024.46,2023-03-01
675890,484415,8456.40,2023-06-14
13707,946562,2409.72,2022-08-17
863498,238563,8652.25,2022-10-15
953351,874745,4199.03,2023-01-04
956519,297651,5566.54,2023-02-03
828532,46877,1437.59,2022-09-08
129184,898573,8384.82,2022-12-21
615965,314645,3889.96,2023-07-01
467711,179313,3514.42,2023-05-08
834560,80554,1714.01,2022-12-13
648536,914746,4756.24,2023-07-07
323475,968111,6918.97,2023-02-03
618042,141441,9065.55,2023-01-15
919163,829407,7678.16,2022-10-30
621999,895608,5458.09,2023-05-21
182956,67773,8473.48,2023-06-15
199066,535156,9229.80,2023-01-19
166051,409846,854.90,2023-04-21
373749,681480,3288.67,2023-04-27
31133,433317,5712.00,2023-08-06
493090,584933,3865.97,2023-06-25
253037,220020,8486.75,2023-01-07
622058,362561,7704.72,2023-08-01
259476,675249,3038.94,2022-11-21
210769,764839,9081.31,2023-04-04
944752,408665,3799.89,2022-12-22
142649,117736,2602.40,2022-09-28
354366,466561,6891.33,2023-07-12
111763,85773,418.32,2022-08-29
42978,61334,388.02,2023-06-20
962673,782158,3018.06,2023-07-16
672183,268459,2357.34,2022-12-04
431988,556010,8103.63,2023-02-12
101145,691416,2922.36,2022-09-28
965161,788861,4310.02,2023-03-29
745709,900765,8690.67,2023-03-16
959356,891400,3939.83,2023-01-25
54786,895832,4971.30,2023-03-13
886330,954313,3818.01,2023-06-27
527984,389402,9493.38,2022-10-20
390831,663147,5836.93,2022-12-09
768010,820608,2677.42,2023-01-26
850436,243009,9899.95,2023-03-04
321659,932722,7003.00,2023-07-28
107703,771087,5543.07,2023-04-25
940804,923519,3253.00,2022-11-07
800985,393231,1273.66,2022-12-30
919810,405685,9819.17,2022-10-08
129323,207865,1489.04,2023-01-03
774842,692105,9377.24,2022-12-28
41303,936440,7995.05,2022-09-29
460573,42621,7841.19,2023-05-05
555134,61334,2853.28,2023-01-03
986927,156867,5063.95,2023-01-06
471373,753529,4048.62,2023-06-29
123083,217752,5931.62,2023-06-09
933425,630923,1219.02,2023-03-16
918835,301372,742.65,2022-11-15
971295,179509,1661.56,2023-05-06
634134,173456,8075.37,2022-11-18
714473,849141,3028.71,2022-10-18
169537,835096,3296.52,2023-04-06
903905,813795,5056.43,2022-10-15
248533,558369,4395.92,2022-11-07
434879,238402,2917.70,2023-01-28
240304,138906,6160.02,2022-12-11
297975,454839,6667.82,2022-08-17
844063,504722,6045.40,2022-08-14
376017,40275,4694.10,2023-06-08
554779,946562,182.10,2023-03-01
258596,289726,2208.62,2022-08-08
493517,498171,8619.69,2023-03-08
924124,302645,2984.05,2022-10-19
466940,771405,786.11,2023-07-16
937587,984808,4202.26,2022-09-14
930555,756547,7519.42,2022-12-31
787398,43518,4235.96,2023-03-06
361081,465525,4302.94,2023-06-21
787016,883872,3078.36,2023-06-17
864989,364890,9679.87,2023-05-07
903147,237503,3455.63,2023-08-01
35024,421023,9714.63,2023-02-06
812864,42621,2681.08,2022-09-07
600012,995452,4647.47,2023-04-28
226922,673881,6852.14,2023-04-05
295388,370808,9027.01,2022-09-18
135628,212954,8592.15,2023-06-20
796508,614635,8888.40,2023-03-02
912283,92446,4283.97,2023-04-07
286983,329261,4532.60,2022-10-16
12121,893320,7938.69,2023-01-24
580363,867686,1723.93,2023-02-01
353639,992356,9451.69,2023-01-28
975323,990120,6485.10,2023-02-27
396918,638324,4334.70,2022-10-13
514503,198579,1364.45,2023-05-26
471118,452897,7277.89,2023-01-28
718724,386529,8218.16,2023-01-05
51735,215470,2812.45,2023-07-28
873441,349024,2663.30,2023-04-19
620212,659185,259.80,2023-02-24
182858,719623,2149.79,2022-09-29
17483,2426,72.63,2022-09-10
840536,792273,1731.47,2023-06-15
297150,396117,4315.46,2022-12-12
814789,6792,1570.23,2022-08-10
813637,220020,2735.65,2022-10-11
244623,781897,9698.14,2023-03-17
845897,98258,2305.18,2023-06-06
188100,545839,8797.17,2023-02-18
818144,586799,6831.23,2023-04-20
137202,630807,2052.79,2023-05-12
346866,825191,5916.96,2022-08-29
433264,666856,257.31,2022-12-18
111142,404414,3604.70,2023-06-11
223524,796870,1397.12,2023-04-28
762122,202950,13.73,2022-11-17
67431,626904,6736.12,2023-04-02
622765,186112,770.46,2023-05-10
644247,948993,6782.61,2023-08-04
706234,982616,8058.13,2023-05-12
775024,369737,8546.43,2022-11-16
833362,905696,9016.94,2023-07-26
6719,880702,3016.08,2023-01-15
64739,857275,2613.96,2023-06-14
69332,872896,5276.49,2023-03-28
82312,383328,7267.26,2023-07-31
352874,209980,5173.80,2022-09-04
376977,532108,1279.84,2023-07-02
934881,968209,2960.33,2022-09-05
626150,604356,5561.70,2023-02-06
283435,32885,8920.11,2023-03-26
418177,274177,600.02,2023-06-11
447183,793656,2260.52,2023-02-19
993781,580511,3824.24,2022-10-20
190438,220041,7978.54,2023-06-30
880993,273740,563.56,2023-01-03
323983,178980,9059.82,2023-03-16
927918,804460,7553.50,2022-09-29
758967,872896,1102.62,2023-01-21
51111,603706,8117.99,2022-12-30
70011,548680,9772.29,2023-02-19
412572,612547,7971.44,2022-09-15
497686,595700,9775.44,2022-08-17
505783,142404,5525.33,2023-06-10
722205,209466,9537.93,2022-10-02
413339,635852,7566.10,2022-10-19
118136,791384,413.93,2022-12-09
520936,864100,1955.84,2023-01-16
572443,523400,5069.00,2023-03-25
265598,45293,8434.77,2023-01-28
821609,385112,6158.04,2022-08-18
424553,901676,3083.25,2023-03-13
508229,909886,3838.47,2023-07-03
887829,2981,4752.36,2023-04-30
406441,701890,8611.10,2022-08-17
891380,434366,222.30,2023-06-14
247958,587963,280.80,2022-12-09
817063,133260,3293.76,2022-08-26
431735,333873,219.82,2022-08-17
323106,799567,2736.44,2023-06-10
346296,67932,5865.45,2023-02-07
824233,280022,1001.68,2023-03-01
530942,562985,3234.15,2023-06-22
198826,100467,5265.37,2023-06-16
950796,155232,3109.08,2023-02-10
578748,407301,9976.71,2023-06-26
986220,42688,3891.28,2023-08-07
385467,820750,477.45,2023-02-01
791097,108153,1745.53,2023-02-03
829500,776024,6067.01,2022-12-27
634526,703791,2796.88,2022-10-24
162194,858662,1137.45,2023-05-17
623934,711697,6554.97,2023-06-18
655515,299737,419.55,2023-01-16
382756,721684,2337.07,2022-10-16
364590,382867,9218.39,2022-12-21
534606,999071,5138.83,2023-05-05
811784,814148,3291.25,2022-09-04
531074,357388,9628.55,2023-07-08
777118,127755,1638.37,2022-09-16
190463,382241,636.75,2023-04-21
104751,551961,59.88,2023-07-25
610436,524767,6999.14,2023-03-06
779858,493261,6517.93,2023-07-11
678241,759185,7607.49,2022-08-15
37544,67773,4030.07,2023-03-08
162932,298402,224.53,2023-03-14
506006,485219,1807.76,2023-04-12
727565,607541,7661.36,2023-03-30
498530,129158,9451.96,2023-05-14
868449,813541,4161.74,2022-09-22
714343,19758,8288.05,2023-06-21
498846,762984,580.49,2022-10-12
913850,888504,9156.38,2023-07-07
615812,910489,6999.62,2022-08-26
531654,94403,1887.23,2023-03-19
769017,762984,4516.08,2022-09-27
968976,348386,7045.18,2022-12-06
190423,831042,7671.25,2022-08-10
280816,491699,712.26,2023-01-16
610558,12885,9108.19,2023-01-25
725984,587963,7126.47,2023-01-17
30417,700911,2912.61,2022-12-04
37037,857275,7248.25,2023-03-17
933879,849585,5206.15,2022-10-21
867881,330404,4394.88,2023-02-23
440120,273137,2307.53,2022-09-22
800301,806308,3357.76,2023-04-24
573031,845744,760.19,2022-10-07
894505,331252,8352.31,2023-07-31
185168,455697,6728.20,2023-07-31
318624,677549,7585.44,2022-09-06
36958,450605,7457.46,2022-11-11
178544,827141,2439.75,2023-03-08
35113,661279,2396.28,2023-07-06
19569,913808,9685.29,2022-11-21
408198,635868,384.06,2023-05-19
656902,567858,5487.61,2023-07-01
485431,769005,9849.96,2022-10-14
62887,609846,656.68,2022-08-31
149133,485034,7436.34,2023-01-07
276607,518002,9239.07,2023-01-11
419299,585271,6026.63,2023-03-31
346580,935691,6428.25,2023-08-07
509525,772765,3282.83,2022-10-09
61312,749652,8069.71,2023-03-21
969945,150352,7407.53,2023-05-11
912961,220279,8013.76,2023-03-15
725677,643995,445.65,2022-12-05
783922,119147,429.75,2023-03-07
734894,730582,2114.78,2023-07-02
942614,585251,274.36,2023-03-22
242853,619301,7403.99,2023-05-13
962174,303262,1510.23,2022-09-30
370586,169860,1419.16,2023-06-14
689782,53987,1153.29,2023-06-17
474419,565774,6237.82,2023-01-02
848565,552491,2939.85,2022-11-04
855514,935929,1093.09,2023-01-29
764131,299412,94.86,2023-03-06
137764,971813,4547.55,2022-12-08
504124,846830,5494.92,2023-07-19
657099,625349,4055.27,2023-03-31
74833,151510,8201.29,2022-12-09
471175,219158,810.82,2022-12-11
999921,79467,9329.98,2022-08-22
42595,218046,1387.91,2022-10-28
817400,675741,8672.66,2022-08-23
610098,157890,1983.95,2022-10-04
219872,980627,3771.19,2023-04-03
119674,151099,1266.36,2023-07-19
315466,667644,282.37,2022-10-17
203896,635913,6841.07,2022-09-20
383069,94190,906.42,2022-10-29
414056,465525,4369.19,2023-04-24
416875,189301,4466.67,2022-09-12
515568,278632,5161.45,2022-08-24
172839,141878,3.70,2023-03-29
819784,374147,1267.22,2023-03-05
996561,209663,6947.61,2022-10-23
6763,154997,4061.09,2023-02-24
386994,184622,9565.05,2022-09-09
620708,389061,1698.19,2023-05-01
532614,851547,9034.69,2022-10-12
610586,711025,418.35,2023-03-23
994474,402038,618.62,2023-01-16
161868,926847,9939.35,2022-09-03
590869,620863,6539.40,2023-01-23
186437,80156,4234.20,2022-09-15
379246,167499,4461.42,2022-08-12
447923,601581,6882.96,2023-03-16
520899,295828,1122.31,2022-12-03
486629,762984,7214.19,2023-03-02
773096,489719,3100.32,2023-02-04
585551,820608,1438.02,2022-12-29
664607,333547,9135.97,2023-02-28
794867,450457,3584.34,2022-11-23
103987,501762,9592.95,2022-10-15
941547,891922,1496.73,2023-07-16
843758,105396,9811.27,2022-11-02
586231,961800,9528.89,2023-03-27
997189,302553,1648.42,2023-08-06
201749,503644,8526.00,2022-08-27
422279,26439,3793.23,2022-10-16
365912,995452,9699.09,2022-09-16
713428,731873,2414.02,2023-06-01
181945,767146,4513.50,2023-03-22
966418,650954,2136.75,2023-05-22
880379,641332,3040.37,2023-07-04
145052,413637,9173.12,2023-03-22
845555,568023,512.96,2023-05-16
24915,386530,6843.39,2023-08-04
300791,437367,2166.24,2023-07-05
725515,258064,2840.24,2023-06-28
813862,539145,5018.26,2022-10-18
420636,184011,6369.32,2022-11-03
962019,84363,3843.37,2022-10-31
536320,984808,8060.13,2023-05-07
535839,582476,4661.74,2023-01-11
978635,867866,7797.70,2023-06-20
238836,808226,7847.13,2023-06-09
309558,654412,5831.43,2023-06-18
470346,674008,7390.63,2023-01-11
182101,547985,7640.48,2023-05-02
139124,553175,3536.54,2023-02-07
727830,801503,1895.98,2023-02-17
433559,857730,7571.08,2022-11-05
660339,920031,148.14,2023-06-09
391605,213503,9183.72,2023-04-29
889893,48569,4825.34,2022-11-23
694239,985174,1459.12,2022-12-31
903006,649791,6060.70,2022-12-12
51325,523040,3345.93,2023-03-23
985318,164559,918.08,2023-04-14
393500,186112,2599.27,2023-06-05
58213,844368,2706.30,2023-02-13
920292,171455,1345.54,2022-09-04
753168,911283,6192.11,2023-01-10
220130,221281,1317.74,2023-06-16
342064,316798,5360.50,2023-01-09
172269,678130,8717.42,2023-02-20
158628,836326,7769.33,2022-09-13
583517,36789,6228.34,2023-02-24
164962,220187,528.50,2022-10-24
594105,676293,9910.40,2023-04-21
610622,720367,3907.27,2022-11-19
749843,366939,8975.80,2023-04-18
53280,171780,9466.13,2022-11-15
520776,576045,5226.53,2023-04-12
549336,86219,7251.10,2023-04-07
862570,202582,9563.96,2023-02-17
133695,547540,6469.82,2023-07-20
677679,493323,6216.47,2023-01-01
457521,299412,580.03,2022-12-31
5212,9814,388.28,2023-07-28
742512,2426,1282.53,2023-01-06
710610,478057,8247.22,2023-06-02
931527,440944,4785.63,2022-10-14
642139,875869,4528.46,2023-01-20
710031,817126,8245.77,2022-11-23
335755,701890,6722.25,2022-09-16
234490,803797,7172.78,2022-11-18
740382,596809,5732.69,2023-06-18
695881,386510,3364.79,2023-02-15
583057,527763,382.37,2022-12-29
993992,226115,9991.04,2023-04-08
911752,438187,6870.15,2023-05-20
96504,583770,3827.53,2023-07-31
202129,838451,2940.55,2022-12-01
981284,659146,2751.36,2022-08-20
729014,440944,9251.02,2023-03-24
897295,301372,7511.72,2022-12-29
318072,436356,4961.09,2022-09-30
175206,155992,6881.18,2022-12-17
836563,300075,8381.32,2023-04-27
34751,257350,1679.43,2023-01-31
67791,151099,4134.73,2023-01-06
17655,66125,1119.14,2023-04-02
41950,844368,6162.64,2022-08-11
601684,908752,7084.94,2023-06-05
97065,786549,5402.99,2022-08-16
75180,559579,4267.56,2022-09-08
364243,550237,838.19,2023-03-23
432615,763664,6749.09,2023-03-24
832759,190756,8685.68,2023-04-25
817481,913509,4378.29,2022-11-02
221760,6681,387.98,2023-01-16
402153,8336,4429.42,2022-09-09
328819,623666,6782.23,2022-09-12
129480,547309,5540.08,2023-03-18
65680,881010,6686.27,2023-02-13
357743,425338,4636.62,2023-04-01
772403,486385,7553.33,2022-11-20
472605,83993,8243.41,2023-07-25
801697,815873,5214.98,2023-05-20
452093,367571,6881.51,2023-04-19
272773,312581,7035.30,2023-03-04
496229,79986,8183.03,2022-08-27
205494,495105,8434.48,2023-06-22
465120,542657,9327.92,2023-06-09
456769,173456,1204.30,2022-12-26
200326,69945,6802.86,2022-08-07
650236,862374,8870.42,2023-03-01
245997,634669,3304.50,2022-08-17
410328,486220,3439.59,2023-04-22
152936,895608,4847.35,2023-04-14
848125,622176,3059.51,2022-11-21
638167,121923,3336.70,2022-12-28
831109,562200,2984.88,2022-08-21
459961,15197,3630.20,2022-12-20
763702,954040,3655.85,2023-04-19
307150,915570,3405.32,2023-04-23
983896,248389,1636.12,2023-06-20
855469,143151,3679.41,2022-09-28
947314,331753,9773.19,2022-12-30
219704,285216,4256.71,2023-03-16
709242,370482,3262.82,2022-12-06
822209,631648,749.24,2023-02-12
264692,220041,2725.63,2022-10-15
525552,860403,2817.39,2022-10-17
182328,650852,9856.99,2023-04-07
272030,266162,8181.62,2023-07-03
966995,119147,5260.34,2022-08-19
862591,143151,8070.90,2023-05-12
852203,90031,7743.42,2022-12-01
618116,207879,4659.13,2023-01-31
976662,415702,6552.09,2022-10-13
274747,139929,6387.22,2022-11-03
156436,111329,6767.24,2022-12-31
791278,482288,44.43,2023-07-10
219127,176594,3704.40,2023-06-22
177313,196915,999.95,2023-01-12
313809,726912,4072.53,2023-04-01
103114,635071,6056.30,2022-08-14
346365,717314,4430.13,2023-02-18
111928,991203,4915.10,2023-06-05
860627,841878,5261.56,2023-01-09
736881,545839,4512.59,2023-07-03
140282,761680,6280.15,2023-04-05
317124,707694,7223.51,2023-03-20
533521,242107,3755.34,2022-10-22
755381,26227,1489.50,2023-03-05
41301,84255,84.86,2023-05-18
326456,294675,7249.49,2022-09-24
990817,434716,7376.84,2023-05-05
275446,356316,4743.19,2022-09-25
856840,326283,4418.19,2023-03-29
329415,694233,2791.42,2022-11-19
861338,275057,1200.40,2023-02-04
631947,749652,803.81,2022-09-03
557069,851547,1942.50,2023-06-20
467251,522569,5083.21,2023-01-28
339653,416791,1965.94,2022-10-18
615321,595531,2621.04,2023-07-15
478926,488447,8409.32,2023-05-14
48571,386530,3837.90,2023-02-03
131444,892701,6331.94,2022-10-27
140144,780270,9929.09,2023-04-17
563458,177814,743.13,2022-11-25
992913,354226,8181.87,2023-06-11
942768,254770,6899.24,2022-10-16
122807,782655,38.33,2022-11-17
73696,222780,3141.27,2023-05-05
446888,223698,4813.26,2023-05-31
482710,367571,260.17,2022-10-01
239631,295624,8692.20,2023-05-29
485658,172761,6439.15,2023-03-24
807330,336425,3668.53,2023-03-07
689960,724135,5770.27,2023-05-18
609684,65954,4160.74,2022-12-22
515629,396140,4990.89,2022-11-20
872604,936877,7119.35,2023-02-09
921348,461312,163.05,2023-04-08
430540,602786,6955.35,2022-10-03
99793,628975,7414.88,2022-08-18
302476,560852,6798.12,2023-03-25
97616,47003,4441.84,2022-08-12
289261,667360,9100.00,2023-07-28
74530,776305,7047.33,2022-11-14
17984,914010,4877.06,2023-05-14
635316,232804,2626.74,2023-02-28
963262,595189,4283.12,2023-07-24
750859,920031,5343.10,2022-10-09
927393,658521,8090.81,2023-06-23
227234,495105,4678.20,2022-11-14
652110,481747,6789.83,2022-12-26
725489,169684,4107.71,2023-03-01
112049,44529,3001.75,2023-07-28
343800,838143,2575.45,2022-10-21
668696,992048,8152.25,2022-08-31
962243,511850,3184.12,2022-11-27
386805,666397,1787.89,2023-07-27
753678,227605,2936.96,2023-08-02
867154,988203,4108.08,2022-10-26
30140,179313,3973.28,2023-01-03
43729,274447,4258.10,2022-08-31
577101,685848,3878.50,2023-04-28
920601,389041,7621.42,2022-12-31
309047,631648,1556.66,2022-10-01
90256,566419,4560.47,2023-06-06
679376,497412,2735.06,2023-04-16
826799,710318,6010.53,2022-08-10
96723,165460,3896.20,2022-12-06
610613,127755,4602.52,2023-05-15
930696,983571,7111.31,2022-11-21
35367,931930,7773.45,2023-03-21
537128,186112,6461.37,2023-01-15
670919,724399,337.46,2022-12-04
672897,663249,7006.89,2023-05-30
607007,509537,1438.44,2022-08-08
455869,377665,8323.13,2022-12-02
168401,915022,324.66,2023-01-13
127219,27039,1393.63,2022-12-11
119265,112142,4482.63,2022-10-18
410597,560464,9060.31,2023-01-14
912895,251847,9900.01,2022-08-07
258021,891017,6840.16,2023-05-28
198734,878729,3463.42,2022-11-09
916487,329261,4223.82,2022-08-09
983043,685956,5166.62,2023-05-05
584571,477649,7727.07,2022-12-28
636485,883085,3255.31,2023-07-06
545969,303262,8115.33,2023-05-30
292054,337103,9868.47,2023-05-04
559955,84255,6606.82,2022-09-18
955941,263059,6477.08,2023-07-30
776384,675741,2270.79,2022-12-05
527453,392302,9438.89,2023-01-21
654484,319406,7257.04,2022-10-06
593058,700966,9162.12,2023-07-08
540973,232844,3140.11,2023-01-29
613769,921683,7320.91,2022-12-28
367273,647332,9105.71,2023-05-30
344458,348649,4228.17,2022-10-22
639318,827066,6198.74,2022-10-30
409896,513208,5607.61,2023-05-04
523299,661198,9794.06,2023-06-17
61880,916849,8228.51,2023-07-11
469650,584623,7485.41,2023-02-13
58865,220187,2392.79,2022-10-16
96296,408923,1695.99,2022-09-27
659710,657154,3567.58,2023-06-17
537507,263059,2235.98,2023-06-18
378300,427599,791.05,2023-03-04
616420,548680,633.45,2022-11-26
445201,571492,4888.46,2023-07-27
97057,818872,9851.02,2023-08-06
615952,380962,9840.41,2023-05-24
81651,566419,8052.52,2023-04-17
343393,219158,8254.00,2022-08-10
224227,386365,716.02,2022-09-22
945543,334281,3161.26,2022-11-19
230583,97012,1481.17,2023-05-27
700444,65320,5386.26,2023-07-29
763187,79986,795.01,2022-10-05
742464,493323,3566.78,2023-06-28
785103,492159,2247.24,2023-07-04
86579,589437,4527.27,2022-10-28
153653,42252,7535.97,2023-05-27
277424,152083,9118.26,2023-06-06
136304,375547,6288.27,2023-05-02
287958,363846,9783.72,2022-12-26
774036,591736,4224.77,2022-10-21
922507,150352,8653.72,2022-09-24
672344,515859,572.25,2022-10-14
825392,416791,5316.81,2023-07-29
913312,660152,249.30,2022-08-30
670923,646946,7541.14,2023-07-29
988464,705442,8062.76,2023-02-17
559234,820695,19.19,2023-04-10
319071,793334,7163.48,2023-07-20
86709,650954,4960.46,2023-07-22
74489,490933,3233.89,2023-07-27
477630,233482,9461.39,2023-04-16
469513,150719,143.93,2022-11-26
678758,38012,93.55,2023-04-17
781673,201008,8985.76,2023-05-04
749703,470102,306.01,2022-09-08
964933,185523,8514.28,2023-05-03
205203,474826,975.97,2023-06-23
790628,341238,4025.82,2023-02-04
920244,915022,6052.17,2022-08-14
355271,73547,5283.16,2022-09-15
820445,459511,4935.35,2023-07-27
559402,169684,4280.98,2023-04-07
976118,59475,9188.46,2022-09-01
644114,176666,3714.97,2022-08-16
11054,159957,9910.43,2022-10-10
692504,759465,8924.00,2023-01-25
