reservation_id,user_id,car_id,supplier_id,city,rental_length,start_date,start_time,return_date,return_time,deposit_price,drive_away_price,price,rundate
889938,21,745204711,113,London,2,2023-07-25,10:00,2023-07-27,10:00,211.25,211.25,211.25,2023-07-23 05:05:17
882694,114,730415966,114,London,2,2023-07-25,10:00,2023-07-27,10:00,356.4,356.4,356.4,2023-07-23 05:05:17
393393,88,730409136,115,London,2,2023-07-25,10:00,2023-07-27,10:00,356.4,356.4,356.4,2023-07-23 05:05:17
942729,76,712323801,116,London,2,2023-07-25,10:00,2023-07-27,10:00,513.3,513.3,513.3,2023-07-23 05:05:17
737784,69,713214051,117,London,2,2023-07-25,10:00,2023-07-27,10:00,529.18,529.18,529.18,2023-07-23 05:05:17
99149,133,734457736,118,Paris,2,2023-07-25,10:00,2023-07-27,10:00,116.61,116.61,116.61,2023-07-23 05:05:17
115222,76,734457666,119,Paris,2,2023-07-25,10:00,2023-07-27,10:00,144.7,144.7,144.7,2023-07-23 05:05:17
417325,63,641524391,120,Paris,2,2023-07-25,10:00,2023-07-27,10:00,144.7,144.7,144.7,2023-07-23 05:05:17
739896,138,736379621,121,Paris,2,2023-07-25,10:00,2023-07-27,10:00,135.32,135.32,135.32,2023-07-23 05:05:17
880471,90,641524366,122,Paris,2,2023-07-25,10:00,2023-07-27,10:00,154.94,154.94,154.94,2023-07-23 05:05:17
265067,102,641418121,123,Paris,2,2023-07-25,10:00,2023-07-27,10:00,132.31,132.31,132.31,2023-07-23 05:05:17
507302,104,641418141,124,Paris,2,2023-07-25,10:00,2023-07-27,10:00,152.33,152.33,152.33,2023-07-23 05:05:17
169228,46,641524371,125,Paris,2,2023-07-25,10:00,2023-07-27,10:00,124.7,124.7,124.7,2023-07-23 05:05:17
326745,131,641418116,126,Paris,2,2023-07-25,10:00,2023-07-27,10:00,163.1,163.1,163.1,2023-07-23 05:05:17
324386,124,741041006,127,Paris,2,2023-07-25,10:00,2023-07-27,10:00,169.87,169.87,169.87,2023-07-23 05:05:17
218836,58,734457706,128,Paris,2,2023-07-25,10:00,2023-07-27,10:00,184.39,184.39,184.39,2023-07-23 05:05:17
496653,39,734457661,129,Paris,2,2023-07-25,10:00,2023-07-27,10:00,175.58,175.58,175.58,2023-07-23 05:05:17
761163,108,747390596,130,Paris,2,2023-07-25,10:00,2023-07-27,10:00,245.83,245.83,245.83,2023-07-23 05:05:17
287442,85,737841661,131,Paris,2,2023-07-25,10:00,2023-07-27,10:00,158.55,158.55,158.55,2023-07-23 05:05:17
909726,14,741051816,132,Paris,2,2023-07-25,10:00,2023-07-27,10:00,168.15,168.15,168.15,2023-07-23 05:05:17
592893,103,731123366,133,Paris,2,2023-07-25,10:00,2023-07-27,10:00,164.59,164.59,164.59,2023-07-23 05:05:17
807715,66,741044946,134,Paris,2,2023-07-25,10:00,2023-07-27,10:00,178.32,178.32,178.32,2023-07-23 05:05:17
783790,58,741069571,135,Paris,2,2023-07-25,10:00,2023-07-27,10:00,150.75,150.75,150.75,2023-07-23 05:05:17
622595,113,731068656,136,Paris,2,2023-07-25,10:00,2023-07-27,10:00,161.21,161.21,161.21,2023-07-23 05:05:17
530490,56,741063661,137,Paris,2,2023-07-25,10:00,2023-07-27,10:00,223.87,223.87,223.87,2023-07-23 05:05:17
974323,115,737811871,138,Paris,2,2023-07-25,10:00,2023-07-27,10:00,171.46,171.46,171.46,2023-07-23 05:05:17
99873,88,743637631,139,Paris,2,2023-07-25,10:00,2023-07-27,10:00,218.98,218.98,218.98,2023-07-23 05:05:17
976758,106,734457721,140,Paris,2,2023-07-25,10:00,2023-07-27,10:00,221.62,221.62,221.62,2023-07-23 05:05:17
926337,8,640467973,141,Paris,2,2023-07-25,10:00,2023-07-27,10:00,181.58,181.58,181.58,2023-07-23 05:05:17
141073,54,641418106,142,Paris,2,2023-07-25,10:00,2023-07-27,10:00,187.73,187.73,187.73,2023-07-23 05:05:17
548960,1,729179106,143,Paris,2,2023-07-25,10:00,2023-07-27,10:00,175.08,175.08,175.08,2023-07-23 05:05:17
582882,85,734457756,144,Paris,2,2023-07-25,10:00,2023-07-27,10:00,228.29,228.29,228.29,2023-07-23 05:05:17
18520,9,734457746,145,Paris,2,2023-07-25,10:00,2023-07-27,10:00,189.64,189.64,189.64,2023-07-23 05:05:17
895288,82,729179131,146,Paris,2,2023-07-25,10:00,2023-07-27,10:00,155.09,155.09,155.09,2023-07-23 05:05:17
319819,120,737926196,147,Paris,2,2023-07-25,10:00,2023-07-27,10:00,167.94,167.94,167.94,2023-07-23 05:05:17
136532,101,741043961,148,Paris,2,2023-07-25,10:00,2023-07-27,10:00,207.88,207.88,207.88,2023-07-23 05:05:17
453147,90,674679586,149,Paris,2,2023-07-25,10:00,2023-07-27,10:00,161.18,161.18,161.18,2023-07-23 05:05:17
705380,41,741079706,150,Paris,2,2023-07-25,10:00,2023-07-27,10:00,230.58,230.58,230.58,2023-07-23 05:05:17
479484,42,670482576,151,Paris,2,2023-07-25,10:00,2023-07-27,10:00,170.45,170.45,170.45,2023-07-23 05:05:17
208719,4,741070556,152,Paris,2,2023-07-25,10:00,2023-07-27,10:00,252.32,252.32,252.32,2023-07-23 05:05:17
880279,138,732612826,153,Paris,2,2023-07-25,10:00,2023-07-27,10:00,152.21,152.21,152.21,2023-07-23 05:05:17
192485,42,675533041,154,Paris,2,2023-07-25,10:00,2023-07-27,10:00,179.4,179.4,179.4,2023-07-23 05:05:17
116402,89,741081391,155,Paris,2,2023-07-25,10:00,2023-07-27,10:00,377.96,377.96,377.96,2023-07-23 05:05:17
79157,106,734457761,156,Paris,2,2023-07-25,10:00,2023-07-27,10:00,377.96,377.96,377.96,2023-07-23 05:05:17
601837,26,741078436,157,Paris,2,2023-07-25,10:00,2023-07-27,10:00,239.54,239.54,239.54,2023-07-23 05:05:17
371285,116,674686621,158,Paris,2,2023-07-25,10:00,2023-07-27,10:00,177.16,177.16,177.16,2023-07-23 05:05:17
519169,127,734457716,159,Paris,2,2023-07-25,10:00,2023-07-27,10:00,232.72,232.72,232.72,2023-07-23 05:05:17
913233,52,739535556,160,Paris,2,2023-07-25,10:00,2023-07-27,10:00,185.96,185.96,185.96,2023-07-23 05:05:17
228878,57,741062676,161,Paris,2,2023-07-25,10:00,2023-07-27,10:00,235.08,235.08,235.08,2023-07-23 05:05:17
41933,9,741061691,162,Paris,2,2023-07-25,10:00,2023-07-27,10:00,211.93,211.93,211.93,2023-07-23 05:05:17
422097,29,729179116,163,Paris,2,2023-07-25,10:00,2023-07-27,10:00,185.09,185.09,185.09,2023-07-23 05:05:17
55430,11,747396066,164,Paris,2,2023-07-25,10:00,2023-07-27,10:00,282.57,282.57,282.57,2023-07-23 05:05:17
474454,134,741040021,165,Paris,2,2023-07-25,10:00,2023-07-27,10:00,201.85,201.85,201.85,2023-07-23 05:05:17
98955,135,729179076,166,Paris,2,2023-07-25,10:00,2023-07-27,10:00,239.33,239.33,239.33,2023-07-23 05:05:17
856032,50,741075481,167,Paris,2,2023-07-25,10:00,2023-07-27,10:00,217.97,217.97,217.97,2023-07-23 05:05:17
984764,99,741046916,168,Paris,2,2023-07-25,10:00,2023-07-27,10:00,163.77,163.77,163.77,2023-07-23 05:05:17
468316,50,734457776,169,Paris,2,2023-07-25,10:00,2023-07-27,10:00,189.64,189.64,189.64,2023-07-23 05:05:17
370661,19,712974021,170,Paris,2,2023-07-25,10:00,2023-07-27,10:00,311.75,311.75,311.75,2023-07-23 05:05:17
702392,44,712974066,171,Paris,2,2023-07-25,10:00,2023-07-27,10:00,319.2,319.2,319.2,2023-07-23 05:05:17
221331,127,734457751,172,Paris,2,2023-07-25,10:00,2023-07-27,10:00,226.01,226.01,226.01,2023-07-23 05:05:17
289378,43,729179071,173,Paris,2,2023-07-25,10:00,2023-07-27,10:00,263.26,263.26,263.26,2023-07-23 05:05:17
565144,37,640467983,174,Paris,2,2023-07-25,10:00,2023-07-27,10:00,208.57,208.57,208.57,2023-07-23 05:05:17
252493,125,741051731,175,Paris,2,2023-07-25,10:00,2023-07-27,10:00,199.83,199.83,199.83,2023-07-23 05:05:17
691813,76,713247886,176,Paris,2,2023-07-25,10:00,2023-07-27,10:00,283.48,283.48,283.48,2023-07-23 05:05:17
704824,130,741076466,177,Paris,2,2023-07-25,10:00,2023-07-27,10:00,228.27,228.27,228.27,2023-07-23 05:05:17
749992,74,734457781,178,Paris,2,2023-07-25,10:00,2023-07-27,10:00,243.81,243.81,243.81,2023-07-23 05:05:17
232483,136,737896406,179,Paris,2,2023-07-25,10:00,2023-07-27,10:00,242.1,242.1,242.1,2023-07-23 05:05:17
131188,93,729179111,180,Paris,2,2023-07-25,10:00,2023-07-27,10:00,215.78,215.78,215.78,2023-07-23 05:05:17
353899,39,640467963,181,Paris,2,2023-07-25,10:00,2023-07-27,10:00,214.58,214.58,214.58,2023-07-23 05:05:17
727462,106,640467978,182,Paris,2,2023-07-25,10:00,2023-07-27,10:00,218.56,218.56,218.56,2023-07-23 05:05:17
135437,2,733082066,183,Paris,2,2023-07-25,10:00,2023-07-27,10:00,202.46,202.46,202.46,2023-07-23 05:05:17
747929,125,741041991,184,Paris,2,2023-07-25,10:00,2023-07-27,10:00,246.25,246.25,246.25,2023-07-23 05:05:17
267015,109,712973961,185,Paris,2,2023-07-25,10:00,2023-07-27,10:00,250.64,250.64,250.64,2023-07-23 05:05:17
683242,122,718760946,186,Paris,2,2023-07-25,10:00,2023-07-27,10:00,241.25,241.25,241.25,2023-07-23 05:05:17
493821,29,729179086,187,Paris,2,2023-07-25,10:00,2023-07-27,10:00,677.26,677.26,677.26,2023-07-23 05:05:17
881745,5,693471741,188,Paris,2,2023-07-25,10:00,2023-07-27,10:00,325.36,325.36,325.36,2023-07-23 05:05:17
572573,45,737468281,189,Paris,2,2023-07-25,10:00,2023-07-27,10:00,232.39,232.39,232.39,2023-07-23 05:05:17
477965,67,671827916,190,Paris,2,2023-07-25,10:00,2023-07-27,10:00,234.26,234.26,234.26,2023-07-23 05:05:17
10044,101,732294156,191,Paris,2,2023-07-25,10:00,2023-07-27,10:00,213.13,213.13,213.13,2023-07-23 05:05:17
306786,74,741049871,192,Paris,2,2023-07-25,10:00,2023-07-27,10:00,217.97,217.97,217.97,2023-07-23 05:05:17
15451,105,618641161,193,Paris,2,2023-07-25,10:00,2023-07-27,10:00,190.2,190.2,190.2,2023-07-23 05:05:17
699333,56,711556416,194,Paris,2,2023-07-25,10:00,2023-07-27,10:00,198.62,198.62,198.62,2023-07-23 05:05:17
378762,31,636427656,195,Paris,2,2023-07-25,10:00,2023-07-27,10:00,223.44,223.44,223.44,2023-07-23 05:05:17
998153,108,709893696,196,Paris,2,2023-07-25,10:00,2023-07-27,10:00,178.2,178.2,178.2,2023-07-23 05:05:17
118403,100,704033858,197,Paris,2,2023-07-25,10:00,2023-07-27,10:00,331.58,331.58,331.58,2023-07-23 05:05:17
575062,111,736147726,198,Paris,2,2023-07-25,10:00,2023-07-27,10:00,251.57,251.57,251.57,2023-07-23 05:05:17
621132,42,638110503,199,Paris,2,2023-07-25,10:00,2023-07-27,10:00,246.6,246.6,246.6,2023-07-23 05:05:17
544112,22,711532181,200,Paris,2,2023-07-25,10:00,2023-07-27,10:00,186.14,186.14,186.14,2023-07-23 05:05:17
461792,33,638110518,201,Paris,2,2023-07-25,10:00,2023-07-27,10:00,677.26,677.26,677.26,2023-07-23 05:05:17
135815,39,729179081,202,Paris,2,2023-07-25,10:00,2023-07-27,10:00,203.57,203.57,203.57,2023-07-23 05:05:17
564514,21,712974016,203,Paris,2,2023-07-25,10:00,2023-07-27,10:00,324.2,324.2,324.2,2023-07-23 05:05:17
733459,75,671893691,204,Paris,2,2023-07-25,10:00,2023-07-27,10:00,329.32,329.32,329.32,2023-07-23 05:05:17
752775,9,636427661,205,Paris,2,2023-07-25,10:00,2023-07-27,10:00,329.32,329.32,329.32,2023-07-23 05:05:17
883092,74,641418136,206,Paris,2,2023-07-25,10:00,2023-07-27,10:00,589.22,589.22,589.22,2023-07-23 05:05:17
75202,125,671886466,207,Paris,2,2023-07-25,10:00,2023-07-27,10:00,643.39,643.39,643.39,2023-07-23 05:05:17
996915,24,640467993,208,Paris,2,2023-07-25,10:00,2023-07-27,10:00,242.77,242.77,242.77,2023-07-23 05:05:17
350873,4,640468033,209,Paris,2,2023-07-25,10:00,2023-07-27,10:00,320.18,320.18,320.18,2023-07-23 05:05:17
69095,84,665163846,210,Paris,2,2023-07-25,10:00,2023-07-27,10:00,235.2,235.2,235.2,2023-07-23 05:05:17
324395,111,712974061,211,Paris,2,2023-07-25,10:00,2023-07-27,10:00,329.15,329.15,329.15,2023-07-23 05:05:17
126739,131,712973991,212,Paris,2,2023-07-25,10:00,2023-07-27,10:00,239.34,239.34,239.34,2023-07-23 05:05:17
853239,131,702112693,213,Paris,2,2023-07-25,10:00,2023-07-27,10:00,274.43,274.43,274.43,2023-07-23 05:05:17
59530,73,652130788,214,Paris,2,2023-07-25,10:00,2023-07-27,10:00,363.56,363.56,363.56,2023-07-23 05:05:17
667676,130,671798561,215,Paris,2,2023-07-25,10:00,2023-07-27,10:00,198.5,198.5,198.5,2023-07-23 05:05:17
538431,103,669319831,216,Paris,2,2023-07-25,10:00,2023-07-27,10:00,284.59,284.59,284.59,2023-07-23 05:05:17
816681,39,712024131,217,Paris,2,2023-07-25,10:00,2023-07-27,10:00,298.17,298.17,298.17,2023-07-23 05:05:17
473320,34,712974056,218,Paris,2,2023-07-25,10:00,2023-07-27,10:00,316.64,316.64,316.64,2023-07-23 05:05:17
35135,89,733080641,219,Paris,2,2023-07-25,10:00,2023-07-27,10:00,260.71,260.71,260.71,2023-07-23 05:05:17
289480,16,712974051,220,Paris,2,2023-07-25,10:00,2023-07-27,10:00,305.19,305.19,305.19,2023-07-23 05:05:17
